objectid,wd17cd,ward_name,bng_e,bng_n,lng,lat,st_areashape,st_lengthshape
1,E05000026,Abbey,544434,184378,0.081291,51.53982162,0.000162797,0.095055991
2,E05000027,Alibon,549247,185196,0.150987,51.54592133,0.000176819,0.081043786
3,E05000028,Becontree,546863,185869,0.116912,51.55260086,0.000166958,0.075036049
4,E05000029,Chadwell Heath,548266,189340,0.138596,51.5834198,0.000438934,0.108752675
5,E05000030,Eastbrook,550774,186272,0.173453,51.55519104,0.000447234,0.106965939
6,E05000031,Eastbury,546074,183978,0.104756,51.53580856,0.000186473,0.090866817
7,E05000032,Gascoigne,544763,183581,0.085704,51.53258133,0.000141172,0.09362467
8,E05000033,Goresbrook,548007,184060,0.132641,51.53604126,0.00016556,0.071749196
9,E05000034,Heath,549340,186620,0.152931,51.55868912,0.000259416,0.097363054
10,E05000035,Longbridge,545276,184914,0.093644,51.54442978,0.00021321,0.077637722
11,E05000036,Mayesbrook,547124,185052,0.120332,51.5451889,0.000240573,0.09415206
12,E05000037,Parsloes,548150,185599,0.13534801,51.54983139,0.000161207,0.08546916
13,E05000038,River,549432,182817,0.15264501,51.5245018,0.000405318,0.10987722
14,E05000039,Thames,547151,182704,0.119742,51.52407837,0.000866225,0.167149466
15,E05000040,Valence,548153,186867,0.13592499,51.56122971,0.000167594,0.069892757
16,E05000041,Village,550361,184190,0.166611,51.53659058,0.000278253,0.097667272
17,E05000042,Whalebone,548545,187662,0.141911,51.56827164,0.000201478,0.085149862
18,E05000043,Brunswick Park,528433,193715,-0.14588,51.62760162,0.000412283,0.09689798
19,E05000044,Burnt Oak,520522,190761,-0.26113001,51.60279846,0.000268281,0.082065079
20,E05000045,Childs Hill,524656,186687,-0.20291001,51.56528854,0.000401059,0.111371649
21,E05000046,Colindale,521442,189584,-0.24826001,51.59201813,0.000342054,0.09215254
22,E05000047,Coppetts,528052,191830,-0.15207,51.61074829,0.000353118,0.088920664
23,E05000048,East Barnet,527475,195754,-0.15897,51.64614105,0.00048703,0.110405012
24,E05000049,East Finchley,526811,190033,-0.17062999,51.59487915,0.000325656,0.096199424
25,E05000050,Edgware,518863,193351,-0.28420001,51.62643051,0.000721475,0.148637268
26,E05000051,Finchley Church End,524690,190195,-0.20118,51.59680939,0.000353667,0.103602956
27,E05000052,Garden Suburb,526124,188445,-0.18111999,51.58076096,0.000613146,0.121734785
28,E05000053,Golders Green,523819,187290,-0.21477,51.57088852,0.000385571,0.109983975
29,E05000054,Hale,520890,193803,-0.25477001,51.63005829,0.000704157,0.183503052
30,E05000055,Hendon,523084,189557,-0.22458,51.59143066,0.000368295,0.092306903
31,E05000056,High Barnet,523890,196696,-0.21043,51.65541077,0.001079208,0.239952045
32,E05000057,Mill Hill,523111,192066,-0.22330999,51.61397171,0.001218776,0.177290965
33,E05000058,Oakleigh,526687,194738,-0.17072,51.63719177,0.000430954,0.133925389
34,E05000059,Totteridge,524649,193508,-0.20059,51.62659073,0.00113936,0.208664885
35,E05000060,Underhill,523991,195493,-0.20939,51.6445694,0.000591076,0.204854729
36,E05000061,West Finchley,525518,191440,-0.18878999,51.60781097,0.000280782,0.093599659
37,E05000062,West Hendon,522394,188065,-0.23504999,51.57817078,0.000444717,0.121875527
38,E05000063,Woodhouse,526776,191859,-0.17048,51.61130142,0.000340211,0.102822607
39,E05000064,Barnehurst,550460,175355,0.164272,51.45718002,0.000372163,0.127506514
40,E05000065,Belvedere,549321,178637,0.149278,51.48696899,0.000370984,0.116515961
41,E05000066,Blackfen and Lamorbey,545401,173876,0.090901,51.4452095,0.000217967,0.099605126
42,E05000067,Blendon and Penhill,547322,173969,0.118562,51.44554901,0.000271287,0.103247019
43,E05000068,Brampton,548864,176676,0.141874,51.46947098,0.000254539,0.091660001
44,E05000069,Christchurch,548925,175206,0.142132,51.45624924,0.000330075,0.107285008
45,E05000070,Colyers,550740,176890,0.168954,51.47090149,0.000212684,0.084706679
46,E05000071,Crayford,551768,175070,0.182962,51.45426941,0.000513177,0.135521387
47,E05000072,Cray Meadows,548274,171449,0.13119701,51.42266083,0.000929331,0.169852396
48,E05000073,Danson Park,547301,175187,0.118768,51.45650101,0.000350941,0.108878072
49,E05000074,East Wickham,545785,176411,0.097468,51.46789169,0.000281148,0.079887467
50,E05000075,Erith,550726,178873,0.169598,51.48871994,0.00044543,0.121535133
51,E05000076,Falconwood and Welling,545455,175296,0.092262,51.45795822,0.000216043,0.097688785
52,E05000077,Lesnes Abbey,548175,178189,0.132596,51.48324966,0.000306748,0.094313094
53,E05000078,Longlands,545622,171995,0.093306,51.42824936,0.000335721,0.110502225
54,E05000079,North End,552701,176856,0.19715101,51.47006989,0.000576038,0.143819913
55,E05000080,Northumberland Heath,549649,177366,0.15346,51.47546005,0.000226797,0.086151456
56,E05000081,St Mary's,549096,173258,0.14377099,51.43870163,0.00057257,0.137344936
57,E05000082,St Michael's,547201,176845,0.11802,51.47142029,0.000187362,0.056280899
58,E05000083,Sidcup,546202,173047,0.102077,51.43756104,0.000349501,0.119191574
59,E05000084,Thamesmead East,548396,180162,0.13660599,51.50091934,0.00051482,0.10626097
60,E05000085,Alperton,518344,183853,-0.29488999,51.54116821,0.000266792,0.107214451
61,E05000086,Barnhill,519301,187233,-0.27994999,51.5713501,0.000386344,0.118064117
62,E05000087,Brondesbury Park,523503,184107,-0.22045,51.54235077,0.000224142,0.085578744
63,E05000088,Dollis Hill,522313,186513,-0.23676001,51.5642395,0.000298174,0.087627098
64,E05000089,Dudden Hill,522083,185505,-0.24043,51.55522919,0.00021798,0.115746464
65,E05000090,Fryent,520182,188419,-0.26684001,51.58182144,0.000344971,0.106905581
66,E05000091,Harlesden,521490,183879,-0.24954,51.54074097,0.000144337,0.058203137
67,E05000092,Kensal Green,522352,183277,-0.23732001,51.53514862,0.000145139,0.07018784
68,E05000093,Kenton,517617,188189,-0.30392,51.58029938,0.000290973,0.09532907
69,E05000094,Kilburn,524960,183799,-0.19956,51.53926849,0.000122329,0.059374076
70,E05000095,Mapesbury,523466,185443,-0.22051001,51.55437088,0.000180643,0.071114655
71,E05000096,Northwick Park,516715,187252,-0.31724,51.57205963,0.000347544,0.099874663
72,E05000097,Preston,518207,186413,-0.296,51.56420898,0.000309695,0.086695146
73,E05000098,Queens Park,524047,183333,-0.21288,51.53527832,0.000192511,0.077941076
74,E05000099,Queensbury,519681,189604,-0.27366,51.59257889,0.000266143,0.084604287
75,E05000100,Stonebridge,520083,183661,-0.26989001,51.53908157,0.000524981,0.130219149
76,E05000101,Sudbury,516871,185370,-0.31562001,51.55511856,0.000275472,0.104149644
77,E05000102,Tokyngton,519356,185188,-0.27985001,51.55295944,0.000357698,0.092705916
78,E05000103,Welsh Harp,520882,186662,-0.25734001,51.56587982,0.000300705,0.110263597
79,E05000104,Wembley Central,518205,184839,-0.29655999,51.55007172,0.000207953,0.08823024
80,E05000105,Willesden Green,522219,184330,-0.23886999,51.54463959,0.000200648,0.093690588
81,E05000106,Bickley,542443,169027,0.046418,51.40238953,0.000629048,0.125018396
82,E05000107,Biggin Hill,541094,159119,0.023113,51.31369019,0.001067799,0.179807749
83,E05000108,Bromley Common and Keston,542215,165398,0.041692,51.36983871,0.001072685,0.219083926
84,E05000109,Bromley Town,540273,169266,0.015337,51.40507889,0.000480183,0.164131353
85,E05000110,Chelsfield and Pratts Bottom,547216,162725,0.112379,51.34455109,0.001621234,0.267654429
86,E05000111,Chislehurst,544442,170313,0.075659,51.4134407,0.001349243,0.207332893
87,E05000112,Clock House,536163,169328,-0.04369,51.40663147,0.00029284,0.1091295
88,E05000113,Copers Cope,537815,170017,-0.01968,51.41242981,0.000424755,0.134380895
89,E05000114,Cray Valley East,548054,168282,0.12671401,51.39426041,0.001715053,0.24033368
90,E05000115,Cray Valley West,546389,168891,0.10305,51.40016174,0.000508793,0.147322538
91,E05000116,Crystal Palace,534382,170280,-0.06892,51.41561127,0.000296113,0.090333526
92,E05000117,Darwin,542742,160113,0.047142,51.3222084,0.003745637,0.36633376
93,E05000118,Farnborough and Crofton,544022,164853,0.067413,51.36449051,0.000904379,0.172465328
94,E05000119,Hayes and Coney Hall,539858,165582,0.007927,51.37208176,0.001397309,0.192300179
95,E05000120,Kelsey and Eden Park,537051,167654,-0.03157,51.39138031,0.000671573,0.156022255
96,E05000121,Mottingham and Chislehurst North,542017,172311,0.041613,51.43201065,0.000315677,0.101213721
97,E05000122,Orpington,546890,165750,0.108949,51.37181091,0.000549491,0.117895707
98,E05000123,Penge and Cator,535785,170333,-0.04873,51.41576004,0.00038251,0.100596086
99,E05000124,Petts Wood and Knoll,544615,167525,0.07701,51.38834,0.000555498,0.155193504
100,E05000125,Plaistow and Sundridge,540853,170677,0.024231,51.41761017,0.000517073,0.119047135
101,E05000126,Shortlands,539010,168318,-0.00318,51.39686966,0.000317355,0.103805508
102,E05000127,West Wickham,538494,166071,-0.01146,51.37680054,0.000569521,0.117080368
103,E05000128,Belsize,527236,184686,-0.16643,51.54673004,0.00010117,0.046665677
104,E05000129,Bloomsbury,529655,181984,-0.13256,51.52190018,0.000132252,0.059597567
105,E05000130,Camden Town with Primrose Hill,528438,184062,-0.14934,51.54085159,0.000151125,0.068879978
106,E05000131,Cantelowes,529498,184536,-0.13389,51.54486847,9.84E-05,0.049241389
107,E05000132,Fortune Green,524882,185333,-0.20014,51.55307007,0.000130476,0.065421012
108,E05000133,Frognal and Fitzjohns,526006,185705,-0.1838,51.55615997,0.000198371,0.071511628
109,E05000134,Gospel Oak,528008,185341,-0.15507001,51.55244064,8.97E-05,0.053466092
110,E05000135,Hampstead Town,526645,186181,-0.17442,51.56029892,0.000317566,0.098471344
111,E05000136,Haverstock,528188,184717,-0.15270001,51.54679108,9.48E-05,0.049365174
112,E05000137,Highgate,528093,186523,-0.15341,51.56304169,0.000420009,0.092815357
113,E05000138,Holborn and Covent Garden,530905,181692,-0.11466,51.51897812,0.00015478,0.073794308
114,E05000139,Kentish Town,529104,185286,-0.13929,51.55170059,0.000133381,0.057593707
115,E05000140,Kilburn,525799,183940,-0.18741,51.54035187,8.88E-05,0.061079647
116,E05000141,King's Cross,530349,182567,-0.12235,51.52698135,7.92E-05,0.042582897
117,E05000142,Regent's Park,528987,182932,-0.14184,51.53057098,0.000174857,0.06815234
118,E05000143,St Pancras and Somers Town,529714,183428,-0.13118,51.5348587,0.00018127,0.063567882
119,E05000144,Swiss Cottage,526951,184105,-0.17075001,51.54156876,0.000162872,0.085993843
120,E05000145,West Hampstead,525653,184819,-0.1892,51.54827881,0.00011501,0.065998361
121,E05000146,Addiscombe,533593,166444,-0.0817,51.38132858,0.000205087,0.061086942
122,E05000147,Ashburton,535349,166837,-0.05633,51.38444138,0.000350218,0.107536234
123,E05000148,Bensham Manor,531864,168045,-0.10593,51.39611816,0.00018622,0.068631585
124,E05000149,Broad Green,531302,166254,-0.11467,51.38014984,0.000343766,0.110314984
125,E05000150,Coulsdon East,531011,157841,-0.12194,51.30461121,0.000998405,0.164117943
126,E05000151,Coulsdon West,529713,159972,-0.13978,51.32405853,0.000643801,0.169823508
127,E05000152,Croham,533237,163581,-0.08788,51.35567856,0.000455243,0.123846389
128,E05000153,Fairfield,533352,165430,-0.08554,51.37226868,0.000487049,0.130388754
129,E05000154,Fieldway,538114,163487,-0.01792,51.35366821,0.000191848,0.066043072
130,E05000155,Heathfield,536611,163434,-0.03951,51.3535614,0.001124669,0.243091691
131,E05000156,Kenley,532074,159424,-0.10612,51.3185997,0.000832619,0.155016104
132,E05000157,New Addington,538527,162101,-0.01253,51.34112167,0.000311868,0.105849479
133,E05000158,Norbury,530911,169616,-0.11905,51.41046143,0.00032542,0.097815302
134,E05000159,Purley,530154,161730,-0.13281,51.33975983,0.000538727,0.16545439
135,E05000160,Sanderstead,533929,160814,-0.07899,51.33065033,0.000818652,0.157653352
136,E05000161,Selhurst,532966,167445,-0.09033,51.3904686,0.0002936,0.082206908
137,E05000162,Selsdon and Ballards,535290,162268,-0.05892,51.34339905,0.000825619,0.184090463
138,E05000163,Shirley,536489,166163,-0.04022,51.37810898,0.000362247,0.138878633
139,E05000164,South Norwood,533870,168952,-0.07678,51.40380096,0.000307285,0.101339747
140,E05000165,Thornton Heath,532495,168827,-0.09658,51.40299988,0.000217205,0.073535841
141,E05000166,Upper Norwood,532433,170257,-0.09693,51.41587067,0.000339027,0.115540445
142,E05000167,Waddon,531605,164129,-0.1111,51.36098862,0.000470859,0.115221462
143,E05000168,West Thornton,530971,167755,-0.11887,51.39371872,0.000254625,0.083914314
144,E05000169,Woodside,534625,167779,-0.06637,51.39308167,0.000279863,0.089412579
145,E05000170,Acton Central,519997,181039,-0.27202001,51.51554108,0.000229864,0.089636252
146,E05000171,Cleveland,516520,182148,-0.32174,51.52622986,0.000288722,0.107852366
147,E05000172,Dormers Wells,513742,181092,-0.36210999,51.51729965,0.000292397,0.104844977
148,E05000173,Ealing Broadway,517288,181128,-0.31101999,51.51689911,0.000240519,0.081362989
149,E05000174,Ealing Common,518521,180272,-0.29354,51.50894928,0.000277282,0.080610629
150,E05000175,East Acton,520511,182112,-0.26425001,51.52507019,0.00055393,0.15467936
151,E05000176,Elthorne,515828,179675,-0.33252999,51.50415039,0.000258963,0.09127918
152,E05000177,Greenford Broadway,513416,182660,-0.36629999,51.53145981,0.000326118,0.130849068
153,E05000178,Greenford Green,514686,183987,-0.34757,51.54312897,0.0004387,0.141655001
154,E05000179,Hanger Hill,518434,182120,-0.29416999,51.52558136,0.000424601,0.129340094
155,E05000180,Hobbayne,515236,181403,-0.34049001,51.51979828,0.000286211,0.078987154
156,E05000181,Lady Margaret,513205,181637,-0.36967,51.52230835,0.000199752,0.081162962
157,E05000182,Northfield,516945,179087,-0.31663001,51.49863052,0.00019942,0.089115232
158,E05000183,North Greenford,516073,184839,-0.32730001,51.55051041,0.000422264,0.134415246
159,E05000184,Northolt Mandeville,512751,184565,-0.37527999,51.54872131,0.000357342,0.105467736
160,E05000185,Northolt West End,511303,183433,-0.39651,51.5388298,0.000459484,0.125654663
161,E05000186,Norwood Green,513779,179256,-0.36217001,51.50080109,0.000491591,0.131666888
162,E05000187,Perivale,516484,183227,-0.32190001,51.53593063,0.000436422,0.139858085
163,E05000188,South Acton,519732,179922,-0.27621999,51.50555038,0.000222648,0.07654549
164,E05000189,Southall Broadway,512575,180254,-0.37919,51.51000977,0.000209457,0.091870254
165,E05000190,Southall Green,511761,179168,-0.39126,51.50040817,0.000205397,0.07800447
166,E05000191,Southfield,520691,179377,-0.26258999,51.50045013,0.000184995,0.06562458
167,E05000192,Walpole,516957,179928,-0.31617999,51.50619125,0.000189855,0.064629157
168,E05000193,Bowes,531483,192089,-0.10245,51.6122818,0.000192528,0.124110133
169,E05000194,Bush Hill Park,532941,194687,-0.08042,51.63528824,0.000327825,0.110773031
170,E05000195,Chase,531422,199207,-0.10066,51.6762619,0.002201242,0.296570349
171,E05000196,Cockfosters,527997,197445,-0.15081,51.66122055,0.001352982,0.236225375
172,E05000197,Edmonton Green,535043,192950,-0.05074,51.61917877,0.000405842,0.122674645
173,E05000198,Enfield Highway,536383,197335,-0.02969,51.65826035,0.000602382,0.119144873
174,E05000199,Enfield Lock,536635,198893,-0.02544,51.67219925,0.000422669,0.097068601
175,E05000200,Grange,532157,195682,-0.09137,51.64440918,0.000426689,0.112943533
176,E05000201,Haselbury,533440,193357,-0.07372,51.62321854,0.000233168,0.080313351
177,E05000202,Highlands,530904,197284,-0.10887,51.65909958,0.00066105,0.137817435
178,E05000203,Jubilee,535608,194766,-0.04188,51.63536072,0.000510107,0.141073139
179,E05000204,Lower Edmonton,535464,193776,-0.04434,51.62649918,0.000283352,0.108141179
180,E05000205,Palmers Green,531835,192895,-0.09707,51.61943817,0.000252115,0.08535511
181,E05000206,Ponders End,536187,195789,-0.03312,51.64440918,0.000460164,0.115329867
182,E05000207,Southbury,534114,196542,-0.06277,51.65167999,0.000372452,0.100549247
183,E05000208,Southgate,529928,194448,-0.12402,51.63383865,0.000348973,0.113207073
184,E05000209,Southgate Green,529878,192851,-0.12534,51.61949921,0.000339273,0.100192487
185,E05000210,Town,532992,197449,-0.07864,51.66009903,0.000289913,0.087176883
186,E05000211,Turkey Street,535274,198954,-0.04508,51.67308044,0.000293918,0.075079345
187,E05000212,Upper Edmonton,534193,192015,-0.06337,51.61098099,0.000342955,0.136978975
188,E05000213,Winchmore Hill,531301,193979,-0.10437,51.62931061,0.00035846,0.109741882
189,E05000214,Abbey Wood,546816,178669,0.113238,51.48791122,0.000343926,0.085887302
190,E05000215,Blackheath Westcombe,540049,177455,0.015356,51.47872162,0.000276673,0.103241359
191,E05000216,Charlton,541457,177891,0.035792,51.48228836,0.000262877,0.088881225
192,E05000217,Coldharbour and New Eltham,543436,172428,0.062059,51.43270111,0.000329577,0.091387153
193,E05000218,Eltham North,543431,175383,0.063184,51.4592514,0.000330512,0.108867409
194,E05000219,Eltham South,543742,174021,0.067105,51.44694138,0.000598278,0.132624459
195,E05000220,Eltham West,541497,175377,0.035362,51.45969009,0.000313765,0.09357649
196,E05000221,Glyndon,544655,178804,0.08219,51.48968124,0.00020033,0.079782207
197,E05000222,Greenwich West,538594,177146,-0.0057,51.47629929,0.000327149,0.12928793
198,E05000223,Kidbrooke with Hornfair,541854,176630,0.041,51.47085953,0.000307235,0.088459262
199,E05000224,Middle Park and Sutcliffe,541117,173988,0.029343,51.44729996,0.000425693,0.143007821
200,E05000225,Peninsula,540033,179031,0.015751,51.4928894,0.000442628,0.119953613
201,E05000226,Plumstead,545924,178299,0.100247,51.48482132,0.000303085,0.106760348
202,E05000227,Shooters Hill,544200,176748,0.074802,51.47132111,0.000487876,0.117043293
203,E05000228,Thamesmead Moorings,545998,180063,0.102041,51.5006485,0.000507382,0.106697258
204,E05000229,Woolwich Common,543528,177730,0.065532,51.48031998,0.000339112,0.100002737
205,E05000230,Woolwich Riverside,542297,178809,0.048251,51.49032974,0.000328514,0.11777996
206,E05000250,Addison,523640,179464,-0.2201,51.50059891,7.18E-05,0.047918872
207,E05000251,Askew,522018,179714,-0.24337,51.50320053,9.87E-05,0.0615228
208,E05000252,Avonmore and Brook Green,524042,178845,-0.21453001,51.49494934,0.000116081,0.065948522
209,E05000253,College Park and Old Oak,522459,181963,-0.23624,51.52331161,0.000445197,0.104754
210,E05000254,Fulham Broadway,525088,177577,-0.19992,51.48331833,8.65E-05,0.047044906
211,E05000255,Fulham Reach,523772,177856,-0.21876,51.48611832,0.000106494,0.056598546
212,E05000256,Hammersmith Broadway,523240,178633,-0.22615001,51.49322128,0.000135707,0.063739446
213,E05000257,Munster,524335,176914,-0.21099,51.47753143,8.08E-05,0.045573263
214,E05000258,North End,524704,178057,-0.20528001,51.48772049,8.22E-05,0.044538089
215,E05000259,Palace Riverside,523893,176497,-0.2175,51.47388077,0.000147215,0.078001333
216,E05000260,Parsons Green and Walham,525321,176534,-0.19693001,51.4738884,0.000115934,0.071753586
217,E05000261,Ravenscourt Park,522145,178873,-0.24183001,51.49560928,0.000149173,0.072604343
218,E05000262,Sands End,525802,176110,-0.19016001,51.46997833,0.000147791,0.069916992
219,E05000263,Shepherd's Bush Green,523240,180112,-0.22563,51.50651169,0.000138331,0.062618534
220,E05000264,Town,524862,176732,-0.20347001,51.47576904,8.43E-05,0.047745617
221,E05000265,Wormholt and White City,522339,180556,-0.23845001,51.51068878,0.000116774,0.053094213
222,E05000266,Alexandra,529523,190387,-0.13136999,51.59743881,0.000339168,0.0924122
223,E05000267,Bounds Green,530243,191163,-0.12069,51.60425186,0.000179895,0.073722999
224,E05000268,Bruce Grove,533305,190094,-0.07691,51.59392929,0.000121511,0.054305732
225,E05000269,Crouch End,529666,188263,-0.13009,51.57831955,0.000186817,0.080709496
226,E05000270,Fortis Green,528059,189699,-0.15275,51.59159088,0.000258278,0.114889032
227,E05000271,Harringay,531449,188211,-0.1044,51.57743835,0.00020312,0.074226532
228,E05000272,Highgate,528141,188258,-0.15209,51.57862854,0.000323574,0.122263075
229,E05000273,Hornsey,530433,189213,-0.11868,51.58668137,0.000136718,0.061563432
230,E05000274,Muswell Hill,529197,189172,-0.13652,51.58660126,0.000214465,0.091519196
231,E05000275,Noel Park,531193,190038,-0.10741,51.59392166,0.000159017,0.062940461
232,E05000276,Northumberland Park,534515,191132,-0.05906,51.60297012,0.000245008,0.102188325
233,E05000277,St Ann's,532437,188747,-0.08994,51.58203125,0.000141875,0.0673535
234,E05000278,Seven Sisters,533558,188427,-0.0739,51.57889175,0.000167908,0.091016372
235,E05000279,Stroud Green,530914,188013,-0.11218,51.57579041,0.000141846,0.058806293
236,E05000280,Tottenham Green,533648,189087,-0.07235,51.58480072,0.000176368,0.071601288
237,E05000281,Tottenham Hale,534521,189778,-0.05949,51.59080124,0.000248047,0.082125035
238,E05000282,West Green,532322,189860,-0.09118,51.59206009,0.00018152,0.065618231
239,E05000283,White Hart Lane,532755,191140,-0.08445,51.6034584,0.000220456,0.077423613
240,E05000284,Woodside,531516,190985,-0.10239,51.60234833,0.000194281,0.073800503
241,E05000285,Belmont,516977,190886,-0.31224999,51.60467148,0.000230627,0.092286743
242,E05000286,Canons,517364,193105,-0.30592,51.62453079,0.000730504,0.150036211
243,E05000287,Edgware,519250,190753,-0.27948999,51.60300064,0.000182103,0.068031203
244,E05000288,Greenhill,515788,188408,-0.33023,51.5826416,0.000226348,0.087418699
245,E05000289,Harrow on the Hill,515118,186510,-0.34051999,51.5657196,0.000463239,0.11541445
246,E05000290,Harrow Weald,514533,191919,-0.34718999,51.61445999,0.000595805,0.137681582
247,E05000291,Hatch End,512921,191417,-0.37062001,51.61027145,0.00042558,0.113610432
248,E05000292,Headstone North,513617,190017,-0.36103001,51.59754944,0.000427723,0.122837989
249,E05000293,Headstone South,514234,188930,-0.35247999,51.5876503,0.000190403,0.073872767
250,E05000294,Kenton East,518376,189314,-0.29258999,51.59024811,0.000165978,0.073880216
251,E05000295,Kenton West,516718,189385,-0.31648999,51.59122849,0.000228947,0.081651812
252,E05000296,Marlborough,515460,189535,-0.33458999,51.59283829,0.00021365,0.089909147
253,E05000297,Pinner,511546,190587,-0.39074001,51.60308075,0.000425354,0.126945242
254,E05000298,Pinner South,511946,188424,-0.38565001,51.58356094,0.000304307,0.093968568
255,E05000299,Queensbury,518098,190294,-0.29627001,51.59910965,0.000209391,0.102288127
256,E05000300,Rayners Lane,512676,187662,-0.37537,51.5765686,0.000198408,0.08030582
257,E05000301,Roxbourne,513439,186514,-0.36473,51.56610107,0.000195263,0.088243738
258,E05000302,Roxeth,513565,185739,-0.36316001,51.55910873,0.000204205,0.080666819
259,E05000303,Stanmore Park,516121,192156,-0.32418999,51.61626053,0.000578915,0.122977464
260,E05000304,Wealdstone,515202,190225,-0.33809,51.59909058,0.000155204,0.070798461
261,E05000305,West Harrow,514018,187733,-0.35598001,51.57693863,0.000196466,0.078942484
262,E05000306,Brooklands,550276,188279,0.16713101,51.573349,0.000544937,0.132470318
263,E05000307,Cranham,557231,188611,0.26755899,51.57444,0.000849871,0.171171035
264,E05000308,Elm Park,552366,185008,0.195851,51.54339981,0.000474943,0.125540601
265,E05000309,Emerson Park,554963,188650,0.234874,51.57542038,0.000601972,0.169474576
266,E05000310,Gooshays,554454,193213,0.229541,51.61655045,0.001006963,0.193649524
267,E05000311,Hacton,553932,185873,0.218793,51.55075073,0.000319516,0.101606334
268,E05000312,Harold Wood,555514,190681,0.243717,51.59350967,0.000984504,0.199819778
269,E05000313,Havering Park,550821,192588,0.17684101,51.6119194,0.001269662,0.191415369
270,E05000314,Heaton,552987,191694,0.207707,51.60330963,0.000443193,0.136572792
271,E05000315,Hylands,552410,187242,0.19745199,51.5634613,0.000375656,0.091134584
272,E05000316,Mawneys,549815,190223,0.161313,51.59093857,0.000394688,0.109136868
273,E05000317,Pettits,551723,190487,0.188949,51.59280014,0.00051299,0.130883113
274,E05000318,Rainham and Wennington,553466,181382,0.210124,51.51052856,0.00198603,0.235084811
275,E05000319,Romford Town,551678,188724,0.187538,51.57698059,0.000371485,0.127647554
276,E05000320,St Andrew's,554297,186889,0.224499,51.55978012,0.000347022,0.107994032
277,E05000321,South Hornchurch,551263,182642,0.17894299,51.52244186,0.00081712,0.150838072
278,E05000322,Squirrel's Heath,553615,189464,0.215792,51.58309937,0.000343871,0.111442166
279,E05000323,Upminster,557943,185012,0.27621001,51.54190826,0.0029204,0.32309905
280,E05000324,Barnhill,510497,181987,-0.40858001,51.52598953,0.000274448,0.080470137
281,E05000325,Botwell,509045,180623,-0.42991999,51.51401138,0.000565111,0.136756957
282,E05000326,Brunel,507000,182115,-0.45892999,51.52782059,0.000424603,0.134143589
283,E05000327,Cavendish,511186,186761,-0.39714,51.56877136,0.000260867,0.076959714
284,E05000328,Charville,509253,182706,-0.42627999,51.53269958,0.000385429,0.095485092
285,E05000329,Eastcote and East Ruislip,510109,188450,-0.41215,51.58415985,0.000527144,0.1369395
286,E05000330,Harefield,506012,189747,-0.47086999,51.59659958,0.001976081,0.241855351
287,E05000331,Heathrow Villages,507064,176573,-0.45969,51.4779892,0.003044396,0.274802032
288,E05000332,Hillingdon East,508299,183518,-0.43978,51.54018021,0.000466371,0.126057276
289,E05000333,Ickenham,506720,186158,-0.46173999,51.56420898,0.000804583,0.147393435
290,E05000334,Manor,509924,186852,-0.41532001,51.56983185,0.00025602,0.0802381
291,E05000335,Northwood,508323,190763,-0.43720001,51.60528946,0.000960203,0.168427135
292,E05000336,Northwood Hills,510181,190309,-0.41053,51.60084915,0.000431953,0.122748534
293,E05000337,Pinkwell,508737,178976,-0.43487,51.49927139,0.000355881,0.098487646
294,E05000338,South Ruislip,510647,185281,-0.40538001,51.5555687,0.000961724,0.203688688
295,E05000339,Townfield,510502,180133,-0.40909001,51.50933075,0.000453122,0.103110075
296,E05000340,Uxbridge North,506411,184210,-0.46678001,51.54676056,0.000601628,0.117233602
297,E05000341,Uxbridge South,505228,182845,-0.48424,51.53470993,0.000403623,0.112206109
298,E05000342,West Drayton,505843,179232,-0.47646999,51.50212097,0.000452066,0.128974597
299,E05000343,West Ruislip,508460,187549,-0.43621999,51.57638168,0.00056915,0.154084139
300,E05000344,Yeading,511898,181627,-0.38850999,51.52248001,0.000300733,0.077347038
301,E05000345,Yiewsley,506757,180915,-0.46279001,51.5170784,0.000521081,0.12986368
302,E05000346,Bedfont,508369,173749,-0.44176999,51.45235825,0.000575426,0.147436272
303,E05000347,Brentford,518290,178487,-0.29747,51.49296188,0.000407942,0.144147912
304,E05000348,Chiswick Homefields,521142,176822,-0.25698,51.47739029,0.000263596,0.111381608
305,E05000349,Chiswick Riverside,520109,177306,-0.27168,51.4819603,0.000249072,0.081895945
306,E05000350,Cranford,510891,176182,-0.40472001,51.47373962,0.000352831,0.103200082
307,E05000351,Feltham North,510654,174417,-0.40869001,51.45792007,0.000437876,0.10878189
308,E05000352,Feltham West,509176,172401,-0.43057001,51.44009018,0.000411386,0.114551119
309,E05000353,Hanworth,511816,171122,-0.39300999,51.42808151,0.000417986,0.150392777
310,E05000354,Hanworth Park,511026,172421,-0.40395999,51.43991089,0.00047349,0.103287895
311,E05000355,Heston Central,512435,176640,-0.38236001,51.47755051,0.000218066,0.083539908
312,E05000356,Heston East,513221,177430,-0.37079,51.48448944,0.000266544,0.145172718
313,E05000357,Heston West,511443,177593,-0.39633,51.48630905,0.000495388,0.097154033
314,E05000358,Hounslow Central,514227,175818,-0.35683,51.46979904,0.000224388,0.067320946
315,E05000359,Hounslow Heath,512321,174536,-0.38466999,51.45866013,0.000359903,0.093866416
316,E05000360,Hounslow South,514848,175341,-0.34805,51.46538925,0.000231616,0.084883297
317,E05000361,Hounslow West,512567,175570,-0.38080001,51.46791077,0.000209653,0.079787722
